test_text,true_label,A_pred,char_cosine_max,jaccard_max,bucket,nearest_train_text
Miniklub! A one stop shop for all your baby needs. Click the link https://bit.ly/3DN6H0e and get your offer.,spam,unwanted,0.2085,0.2432,novel_lt_0.9,You have a SURPRISE OFFER waiting in your AJIO cart for the next few hours. Shop your faves before the stock runs out! HURRY https://bit.ly/3svsM0j
Recent trading plans????????,ham,legit,0.4297,0.25,novel_lt_0.9,Trading strategy for this Friday????????
Is there any small Light in touchpad ?,ham,legit,0.2688,0.2727,novel_lt_0.9,Get in touch with IT team
I m.restarting my laptop,ham,legit,0.7395,0.6667,novel_lt_0.9,Restarting my laptop
"Riya, please check my message when you are free. I left you a message. I want the stock analysis courseware taught by Sohan Sharma last night. Please send it to me. Thank you.",ham,legit,0.3105,0.2041,novel_lt_0.9,Please acknowledge my message as well
Why what happened?,ham,legit,0.5278,0.5,novel_lt_0.9,What happened Shivam
"To cancel a VAS subscription, SMS STOP to or call 155223 (toll free) and select the service you wish to deactivate.",spam,unwanted,0.1927,0.1714,novel_lt_0.9,Get subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of new service with Airtel Black. Click i.airtel.in/blackPreDSL
Don't let security concerns ruin your travel plans! Get Airtel Xsafe- Wi-Fi enabled surveillance solution that sends real time alerts. Order now and get FREE installation i.airtel.in/PreEye,spam,unwanted,0.424,0.3261,novel_lt_0.9,Worried about home security while you're away? Get Airtel Xsafe with real-time alerts for person/motion detection. Book now to enjoy FREE installation and travel worry-free! i.airtel.in/PreEye
Today,ham,legit,0.4351,0.1667,novel_lt_0.9,The market closed flat all day today
Hi team please join training,ham,legit,0.426,0.4,novel_lt_0.9,Hi Team
I also have a question,ham,legit,0.7037,0.5714,novel_lt_0.9,Thank you. I have a question
"Dear Customer, Triple OFFER: Apply for Flipkart Axis Bank Credit Card. Get 5% Cashback + Rs.1000* Gift Card+ Times Prime Benefits. http://fkrt.it/QSn22ANNNN",spam,unwanted,0.6104,0.6333,novel_lt_0.9,"Dear Customer, Exclusive Offer! Get 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Apply now for a Rs.1000* Gift Card> http://fkrt.it/Y4frc9NNNN"
"Dear Customer, Get SBI Credit Card with up to Rs.1,50,000 limit! Instant approval & doorstep delivery. Apply now! http://gmg.im/bUNw7Q Smart Cardon",spam,unwanted,0.2383,0.2439,novel_lt_0.9,"Dear Customer, Exclusive Offer! Get 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Apply now for a Rs.1000* Gift Card> http://fkrt.it/Y4frc9NNNN"
Anyway as soon as the data is released the market is sure to experience volatility,ham,legit,0.286,0.25,novel_lt_0.9,"In the past week, the Indian market closed slightly higher with low volatility?????"
Joining in 2 mins ty,ham,legit,0.628,0.375,novel_lt_0.9,Joining in 5mins
Y,ham,legit,0.0,0.0,novel_lt_0.9,""" Tonight's Review Ends Here Since the professor is still in a meeting, there will be no course sharing tonight. However, the professor will share technical knowledge with everyone tomorrow evening at"
@282.75 purchase 200 shares,ham,legit,0.3607,0.2857,novel_lt_0.9,I bought 200 shares
"Dear Jithu, we noticed you have been missing out on all the best offers & deals at shoppersstop.com So here's something exclusively for YOU... Click bit.ly/MissFeb Use code F10N5 & get 10% off on your",spam,unwanted,0.6225,0.4483,novel_lt_0.9,"Dear Jithu, do not miss out on New Season Launches & Latest Fashion Trends at shoppersstop.com Your Shoppers Stop special offer expires tomorrow! Click bit.ly/MissFeb Use code F10N5 & get 10% off on y"
In Light of Covid-19 we request you to avoid travel and recommend to use My Vodafone App. Click bit.ly/ViRchg14 to manage your mobile Account,spam,unwanted,0.1466,0.1707,novel_lt_0.9,COVID-19 Protocols.pdf ?? ?6 pages ?document omitted
Pls follow up with IT team for your Laptop..,ham,legit,0.3917,0.25,novel_lt_0.9,Facing some issue with laptop.. trying to restart
Team Join the ITSM training,ham,legit,0.3378,0.2857,novel_lt_0.9,Team
Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 29th Aug 2021. TnC,spam,unwanted,0.8784,0.8333,novel_lt_0.9,Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 25th July 2021. TnC
"Dear , Prize Pool- 5,00,00,000 (5 Crore). Rs.8850 welcome bonus. Grand Finale Tournament on Junglee Rummy! Join Now http://1.gmg.im/bqei3P",spam,unwanted,0.4989,0.4286,novel_lt_0.9,"Dear Player, Prize Pool: 2,50,00,000 (2.5cr). Rs.8850 welcome bonus. Millionaire Tournament on Junglee Rummy! Entry Fees - Win Now: http://1kx.in/9JXK6Y"
I think they forgot that they are in support ??,ham,legit,0.2781,0.1818,novel_lt_0.9,Ok what did they said ?
This is called typical dull day ll lets see US data today,ham,legit,0.2165,0.1538,novel_lt_0.9,I see
"It's nice to think about, but when big institutions operate in the stock market, they usually have their picks in advance. There's no way retail investors can get that information",ham,legit,0.3225,0.1905,novel_lt_0.9,"?????? The trading volume increased, but the index did not continue to fall, which means that while retail investors were selling stocks, there must be institutional investors buying at low prices, an"
"Your A/c can be credited with Rs.3,99,999* Instant transfer..! Secure and hassle-free Loan. Apply now: a0n.in/s/jBq0k3F8ud T&C*",spam,unwanted,0.1897,0.2045,novel_lt_0.9,"Get Personal Loan in just 5 mins, no paperwork needed. It is secure, quick and hassle-free. Loan limit: upto Rs. 50,000/-. Apply now http://qz6.in/eFBQnY nc"
Restarting the laptop,ham,legit,0.9698,0.5,near_dup_ge_0.9,Laptop is restarting
Rithika this is acknowledged,ham,legit,0.5877,0.5,novel_lt_0.9,Sure madam this is acknowledged!
"To be honest, I don??????t even know the stocks I bought, and sometimes I even remember their names wrong.",ham,legit,0.2221,0.2083,novel_lt_0.9,It??????s quite normal to learn more about things you don??????t understand
"Buy 2 & Get 1 FREE On EVERYTHING. Extra 10% discount, if Vaccinated bit.ly/2Um09nj @ UNLIMITED FASHION STORES. Watch collection : bit.ly/36MqbmD TnC",spam,unwanted,0.4455,0.4839,novel_lt_0.9,"Buy 2, Get 2 FREE on EVERYTHING starting 5th August at UNLIMITED Fashion Store! Get extra 10% Cashback on HDFC cards. Watch collection bit.ly/3in3oVe TnC"
They confirmed that it you are believing as such ? ??,ham,legit,0.3738,0.2308,novel_lt_0.9,Is such that
""" Good evening, investors. It??????s time for our evening review. First, let me share today??????s market situation with you.""",ham,legit,0.5727,0.3929,novel_lt_0.9,""" Good evening, investors. It's time for the evening market review. I will now share today's market insights and analysis with you."""
This is a gentle reminder that your Vedix haircare Follow-up quiz is pending. Your feedback helps us check the compatibility of your current products and recommend any product change if necessary. The,spam,unwanted,0.5593,0.4262,novel_lt_0.9,"Complete your Vedix Follow Up Quiz right away and get feedback directly from Ayurvedic experts. Based on your feedback, any product changes will be sent to you for free. Click here https://vedix.in/3l"
Remately,ham,legit,0.2145,0.0,novel_lt_0.9,I've sent it to you privately Thank you
""" The coming week is expected to be one of consolidation, as the market may attempt to get back on track, with a focus on inflation data from both domestic and U.S. markets, while aligning with trends",ham,legit,0.3195,0.1685,novel_lt_0.9,""" Due to the lack of significant domestic triggers, investors are now paying more attention to the movements of the global market. Although the mid-term recovery of the US market has brought some reli"
Having said that please make sure u validate all things once,ham,legit,0.3585,0.2727,novel_lt_0.9,Please make sure*
"now power from morning 4am kk, heavy rain and windy",ham,legit,0.3593,0.1875,novel_lt_0.9,Hi team we are having power cut due to heavy rain that started 5 mins ago
I hope this stock hits the upper circuit again tomorrow,ham,legit,0.3218,0.1905,novel_lt_0.9,"E2E hits its upper circuit ???????? There was a buying opportunity after the open today, but unfortunately I didn't increase my investment and sold out early"
"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/Download??Thanks",spam,unwanted,0.9138,0.9091,near_dup_ge_0.9,"Don't miss out on FREE rewards on your next recharge. Download Airtel Thanks App to avail amazing rewards. To download, click i.airtel.in/Download_Thanks"
"Dear Customer, enjoy free online transactions and many more features with your Kotak811 digital savings account. Apply now: https://kotk.in/ePQBER -KBank",spam,unwanted,0.2213,0.2,novel_lt_0.9,"Dear Customer, avail the most rewarding Savings Account with YES BANK & also get offers on lockers, demat and loans. Know more: http://yesbnk.in/y8Itm5"
Conservative Entry,ham,legit,0.2449,0.1667,novel_lt_0.9,"Bonds are a more conservative form of investment with relatively fixed returns but also lower risks. However, it is important to note that the bond market is also affected by macroeconomic factors suc"
"What you said is the highest wisdom. It is the market that makes us make money. When the market is bad, most people will lose money.",ham,legit,0.2825,0.1724,novel_lt_0.9,"We can see that the percentage of Mega Winners is the highest in the Indian stock market, which means that if you are an investor and invest in the Indian stock market, then you have the highest proba"
"For outlook, I can only open but further I can't read any mail",ham,legit,0.3665,0.1875,novel_lt_0.9,But no access to outlook mail server
Those who font join today will be marked one LoP in this month,ham,legit,0.2435,0.1875,novel_lt_0.9,Hi Team I will join late by 30 min today .
Yes it went up by 7.31% today????????,ham,legit,0.3262,0.2,novel_lt_0.9,Tomorrow is Independence Day let's hope the market is kind to us today????????????????
"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/pgTBraaa .TnC. - Samsung",spam,unwanted,0.8627,0.9333,novel_lt_0.9,"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/E8soTaaa .TnC. - Samsung"
"Hello Riya, what's about Astral Ltd.? Can we add it or avoid?",ham,legit,0.2294,0.2105,novel_lt_0.9,Hello All
"As a public figure, I can promise here",ham,legit,0.2363,0.2222,novel_lt_0.9,Here
Welcome your callers with the trending song from the movie 'Pushpa' and bring a smile to their faces! Set this song as your caller tune now! Click http://tiny.jio.com/myjio6 to download MyJio and cust,spam,unwanted,0.3855,0.1667,novel_lt_0.9,Top trending callertunes for your callers. Just download Vi Callertune APP and set your callertune. Click bit.ly/APP-CT
"Congratulations, Amount of Rs.44,OOO/- is credited t0 your wallet Acc XX7O 0n 27 Aug. Instantly Withdraw N0w OI1.in/2sk0ko!8cpr814",spam,unwanted,0.4319,0.4062,novel_lt_0.9,"Dear 901969xxxx, Rs.38,OOO/- is Added t0 your wallet account XXX6 0n 29 Aug. Directly Withdraw N0w OI1.in/2vclen!8cpr814"
The Federal Reserve has access to even more data and they certainly know the true situation of inflation,ham,legit,0.4403,0.2083,novel_lt_0.9,The Federal Reserve only looks at the data
It's okay to not recommend stocks when the market is bad.,ham,legit,0.3609,0.2857,novel_lt_0.9,Okay
???????????????????????? ????????????????????????,ham,legit,0.0518,0.5,novel_lt_0.9,Fibonacci is a technical indicator????????
"Yes, but the assistant said yesterday that he would share the technology tomorrow night.",ham,legit,0.3557,0.1875,novel_lt_0.9,Is the assistant??????s sharing tonight or tomorrow night
My PC got shutdown,ham,legit,0.5839,0.2222,novel_lt_0.9,My laptop shutdowned on it's own
"Dear Customer, You have a missed call from +919818960293 The last missed call was at 04:42 PM on 16-Aug-2024 Thankyou, Team Jio.",spam,unwanted,0.6962,0.7692,novel_lt_0.9,"Dear Customer, You have a missed call from +911244451660 The last missed call was at 05:06 PM on 16-Aug-2024 Thankyou, Team Jio."
""" Technical analysts classify trends into several broad categories for easy identification. These are primary trends (measured in months or years), secondary or medium-term trends (measured in weeks o",ham,legit,0.455,0.1897,novel_lt_0.9,Secondary trends are short-term trends
"?????! 1 ?????? ?? DD FREEDISH ?? Star Utsav, Sony Pal, Zee Anmol ?? Colors Rishtey ?????? ???? ?????? ?? ?????? ?? ?????? DTH ?? ?????? ??? ????? ???? i.airtel.in/DTHsaver",spam,unwanted,0.9422,0.1579,near_dup_ge_0.9,?????
Happy pongal ????,ham,legit,0.8612,1.0,novel_lt_0.9,Happy Pongal
"I won't share too much tonight, please enjoy this great festival????????",ham,legit,0.2846,0.1538,novel_lt_0.9,????????????????
Grab your favs before they are gone! Get Upto 60% Off on Watches & more at the Shoppers Stop Sale Click bit.ly/SS_Wch to shop now or walk into our store + get offers on First Citizen Citi credit card ,spam,unwanted,0.6818,0.6538,novel_lt_0.9,"Upto 50 reasons to stop, shop and roll at the Shoppers Stop Upto 50% Off Sale. Shop now at shsp.in or walk into our store. Also, get offers on First Citizen Citi credit card & HDFC Bank Cards. Click b"
"It's an unplanned power cut due to heavy rain, thundering, lighting and wind",ham,legit,0.3577,0.25,novel_lt_0.9,"We are facing heavy rain downpours, thunderclaps and heavy lightning"
"Hello! Riya Assistant, please send me a copy of your evening presentation document later. Thank you",ham,legit,0.327,0.1667,novel_lt_0.9,Got it thank you Assistant
"Start Ganesh Chaturthi with SMART Point Store,B1G1 MangalDeep Agarbatti 120 Zip Lck 4IN1,Good Life Mixed Dry Fruits 500g Rs 279,Click bit.ly/39a9268 TC",spam,unwanted,0.2116,0.2222,novel_lt_0.9,"Weekend Deals @SMART Point Store,B1G1 Snactac Mixed Fruit Jam 200g,Rs 32 OFF Lux Soap 150gX 3,Fortune Rozana Basmati Rice 1kg Rs 59,Click bit.ly/2HYazjx T&C"
Hi sir this is suman from shoppersstop u have the first citizen membership card with us but u not registered ur mail id with us we will be sending the communication of points balance and offer points ,spam,legit,0.2638,0.1406,novel_lt_0.9,"KIND ATTENTION PLEASE PLEASE CHECK YOUR MAILBOX AS WE HAVE SENT YOU RE-VERIFICATION FORM KINDLY FILL THEM AND SEND BACK FOR YOUR PAYMENT REGARDS, APPLE USA"
FREE 1GB Data Credited! Claim your DATA coupon on Airtel Thanks App. i.airtel.in/FreeData1GB,spam,unwanted,0.7417,0.55,novel_lt_0.9,FREE 1 GB data on Airtel Thanks App! Claim now. T&C Apply i.airtel.in/FreeData1GB
I've already sent you a private message Thank you,ham,legit,0.7737,0.7273,novel_lt_0.9,I??????ve already sent you a private message Thank you
CONGRATULATIONS! FREE 2GB is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR,spam,unwanted,0.9866,0.9375,near_dup_ge_0.9,CONGRATULATIONS! FREE 2GB data is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR
Will join in 5 mins,ham,legit,0.6681,0.5556,novel_lt_0.9,Will join by 10 to 15 mins late
REMINDER: You're eligible for FREE router with Airtel Xstream Fiber. Also enjou up to 1 Gbps speed on all your devices. Plans starting at just Rs. 499. Visit i.airtel.in/Exclusiveoffer,spam,unwanted,0.6867,0.6316,novel_lt_0.9,You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer
I am outside for some personal work. I will join at 10 PM,ham,legit,0.3406,0.25,novel_lt_0.9,"Keerthi I am outside and got held up with some family matter, might not be able to join"
I am changing my password,ham,legit,0.1076,0.4286,novel_lt_0.9,I am restarting my laptop
Good noon,ham,legit,0.4748,0.5,novel_lt_0.9,Good ??
"You are missing it! Claim your Vi Movies & TV Classic membership & get Pattabhiraman, Oru Adaar Love, Ligue1 football matches on Vh1 &more!Click bit.ly/Vi-mv34",spam,unwanted,0.5334,0.5938,novel_lt_0.9,"You are missing it! Claim your Vi Movies & TV Classic membership & get premium movies- Anjaam Pathiraa, Solo,Oru Adaar Love, Manorama news! Click bit.ly/Vi-mv34"
Hi kk,ham,legit,1.0,1.0,near_dup_ge_0.9,Hi Kk
"Hi, congrats! Your Home Loan offer has arrived: EMIs from just Rs. 649/lakh | Up to Rs. 30L | Apply now | TnC apply bnkbzr.co/PINGxxkNLf",spam,unwanted,0.7863,0.9167,novel_lt_0.9,"Hi, congrats! Your Home Loan offer has arrived: EMIs from just Rs. 649/lakh | Up to Rs. 30L | Apply now | TnC apply bnkbzr.co/QlHC5MIN54"
Okay.,ham,legit,0.5516,1.0,novel_lt_0.9,Okay
"I didnt sent to you, for those who got mail they can reply",ham,legit,0.328,0.2632,novel_lt_0.9,But it didnt work
Restart your laptop,ham,legit,0.7825,0.3333,novel_lt_0.9,Laptop is restarting
"Rush! Your favourite Apparel, Fragrance and Footwear at upto 50% OFF only at shoppersstop.com Click bit.ly/SS_Mn use code OC10K get FLAT 10% OFF on Rs2500. T&C",spam,unwanted,0.9419,0.931,near_dup_ge_0.9,"Hurry! Your favourite Apparel, Fragrance and Footwear at upto 50% OFF only at shoppersstop.com Click bit.ly/SS_Mn use code OC10K get FLAT 10% OFF on Rs2500. T&C"
Get Lifetime FREE Card + 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Hurry! Limited Period Offer. Apply Now: http://fkrt.it/UZaKXzuuuN,spam,unwanted,0.8056,0.913,novel_lt_0.9,Get Lifetime FREE Card + 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Hurry! Limited Period Offer. Apply Now: http://fkrt.it/PgRUr8uuuN
He answered on call,ham,legit,0.4083,0.2222,novel_lt_0.9,Who ever was on shift be it L1 or L2 make sure you answer the call
Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale Call 1800111111 Chat lskt.me/Helpme,spam,unwanted,0.5613,0.3784,novel_lt_0.9,Lenskart EOSS is LIVE! Upto 50% OFF + BUY1GET1 FREE with Gold membership on Eye & Sunglasses!TnC Apply Nearest Store lskt.me/u4 Chat lskt.me/Helpme
Enjoy FREE 500 First Citizen Bonus reward points with Shoppers Stop by filling in your details here shsp.in/F01-9946769699 T&C bit.ly/SS_Dtl,spam,unwanted,0.3576,0.28,novel_lt_0.9,"The Shoppers Stop FIRST CITIZEN UPTO 50% OFF SALE PREVIEW is here, 19-21 Jul in stores, shsp.in & app +Offers on HDFC Bank Cards For Details bit.ly/SSPrwTC T&C"
""" I??????ll buy now, thank you""",ham,legit,0.7402,0.625,novel_lt_0.9,I??????ll buy in now
"That??????s all for today. Get some rest. If you need the documents tonight, send me a private message, and I??????ll send them to you later",ham,legit,0.4188,0.2321,novel_lt_0.9,I??????ve already sent you a private message Thank you
Lockdown in Kerala- Get all LIVE updates with Manorama News on Vi Movies & TV app. Click bit.ly/Vi-newsm2,spam,unwanted,0.6393,0.625,novel_lt_0.9,Covid cases & lockdown updates - Stay safe & get LIVE news with Manorama news on Vi Movies & TV app! Click bit.ly/Vi-moviess
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/prepaid58,spam,unwanted,0.8481,0.9091,novel_lt_0.9,Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/getprepaid7
"GREAT VALUE OFFER! Get 5GB data, AD FREE HD Music along with over 20 Mn songs, unlimited hellotunes and downloads only with Rs98 Airtel pack. Valid as per current pack validity. Recharge today i.airte",spam,unwanted,0.9916,0.9429,near_dup_ge_0.9,"GREAT VALUE OFFER! Get 5GB data, AD FREE HD Music along with over 15 Mn songs, unlimited hellotunes and downloads only with Rs98 Airtel pack. Valid as per current pack validity. Recharge today i.airte"
"The Shoppers Stop Showstoppers Beauty Sale IS HERE!!! Enjoy 4 Days of Upto 50% Off on the Hottest Brands in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS & our app. Click bit.ly/SSWAShp & s",spam,unwanted,0.8436,0.6863,novel_lt_0.9,"LAST FEW DAYS of Shoppers Stop Showstoppers Beauty Upto 50%* Off Sale Grab your favourites in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS or our mobile app Click bit.ly/SSWAShp & say Hi t"
And now I have a more important mission to do,ham,legit,0.309,0.2667,novel_lt_0.9,"Bonds are a more conservative form of investment with relatively fixed returns but also lower risks. However, it is important to note that the bond market is also affected by macroeconomic factors suc"
"The Beekeeper is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including LionsgatePlay, Sony LIV, Eros Now, Hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt",spam,unwanted,0.9431,0.9091,near_dup_ge_0.9,"SunNxt is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt_Free_3"
"Upto 50% OFF at Pantaloons!! Don't Miss Out Our Online BEST DEALS are now live, click tltx.in/rx6on to start shopping. TC",spam,unwanted,0.3696,0.25,novel_lt_0.9,"Your fav ETHNICWEAR is on SALE at Pantaloons & u have been missing out! From Kurtas to Ethnic Dresses to Lehengas, shop it all at UpTo 60% OFF at Pantaloons Do check out our SALE Best Sellers Catalogu"
"Best offers for you 1 299=UL call 2GB/D,28D 2 265=UL call 1GB/D,28D 3 479=UL CL 1.5GB/D,56D 4 399=UL CL 3GB/D,28D 5 719=UL CL 1.5GB/D,84D 6 549=UL call 2GB/D,56D 7 839=UL call 2GB/D,84D 8 2999=UL CL 2",spam,unwanted,0.9279,0.8136,near_dup_ge_0.9,"Best offers for you 1 839=UL call 2GB/D,84D 2 779=UL CL 1.5GB/D,90D 3 719=UL CL 1.5GB/D,84D 4 359=UL CL 2.5GB/D,1M 5 999=UL CL 2.5GB/D,84D 6 699=UL call 3GB/D,56D 7 549=ULCL 2GB/D,56D 8 2999=UL CL 2GB"
?sticker omitted,ham,legit,0.4816,0.3333,novel_lt_0.9,?GIF omitted
I joined,ham,legit,0.8614,0.6667,novel_lt_0.9,I have joined
Guys please join handover call,ham,legit,0.3992,0.2857,novel_lt_0.9,2 site handover sare happening
"Congratulations!On your Digital Recharge,additional 5GB Data credited for 28 Days.Enjoy FREE Movies, Shows, News click bit.ly/35crrjt",spam,unwanted,0.252,0.2432,novel_lt_0.9,Congratulations on making a profit
There is power cut in our area since 12 am,ham,legit,0.5674,0.2857,novel_lt_0.9,So we have no power in our area
Yes but the broader market is weakening,ham,legit,0.3917,0.25,novel_lt_0.9,Yes the trend is starting to weaken now
Dunzo Daily is now live in your neighbourhood! Get all groceries delivered fresh & fast in 35 mins & enjoy the Just Launched Sale! Click: http://bit.ly/DunzoApp,spam,unwanted,0.6015,0.4167,novel_lt_0.9,Dunzo Daily special: Mega Grocery Sale begins! Get up to 20% OFF on fresh groceries delivered home in 35 mins. Click: http://bit.ly/DunzoApp
"Biggest Diwali Offers@ VISHAL Mixer Grinder 3Jar(Mrp 2499) 45%OFF- Rs 1374 ONLY TODAY + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",spam,unwanted,0.5799,0.6333,novel_lt_0.9,"Biggest Diwali Offers@ VISHAL MEGA MART Cooker 3L(Mrp 1149) 50% OFF-Rs575 ONLY TODAY! + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC"
"Thank you for being a valued STYLE UNION customer. Hope you are happy with your purchase. To view your E-Receipt, Click http://bl1.in/DRcphrbvaa STYLUN",spam,unwanted,0.1867,0.3235,novel_lt_0.9,Purchase completed Thank you for the notification
I won??????t talk too much during the holidays to share more investment tips.,ham,legit,0.2488,0.1818,novel_lt_0.9,It??????s quite normal to learn more about things you don??????t understand
Ya bro it worked,ham,legit,0.4497,0.3333,novel_lt_0.9,Taking a day off really worked
I think it can still be held onto,ham,legit,0.2928,0.25,novel_lt_0.9,I think it will continue to rise
Omg,ham,legit,0.0855,0.04,novel_lt_0.9,OMG..The biggest offer of the season is here at MAX Fashion! EVERYTHING @FLAT 50% OFF!! Get FLAT 50% OFF on ENTIRE SALE merchandise ONLY till Sunday Rush! TnC
""" Most profits come from correctly predicting trends and acting on them, so almost all technical research is devoted to early prediction of trends""",ham,legit,0.2526,0.1364,novel_lt_0.9,The market is starting to move in the direction you predicted.
Will there really be a drop after Independence Day?,ham,legit,0.4787,0.25,novel_lt_0.9,Happy Independence day guys
I am doing the outlook and teams issue,ham,legit,0.3943,0.2727,novel_lt_0.9,Outlook for August 14
1. The market will underestimate everything,ham,legit,0.3873,0.3,novel_lt_0.9,Everything will be alright
Now put latest songs as HelloTunes for FREE with Wynk Premium! Download Wynk App today & listen to 15 million+ songs. To download wynk.in/WynkAcqSMS2,spam,unwanted,0.5265,0.3,novel_lt_0.9,Don't miss out on FREE Wynk access. Now listen to latest songs like Kesariya & set your favourite Hellotunes only on Wynk App. Click open.wynk.in/WynkAcqMar22
*phone network,ham,legit,0.4572,0.25,novel_lt_0.9,I got Network issue
"Wednesday Bonus at SMART Point Store,Bangalore! Onion Rs 36/Kg,Cucumber Rs 20/Kg,Sapota Rs 39/Kg,valid on 15 Dec,Click bit.ly/3II77I3 T&C",spam,unwanted,0.4505,0.4,novel_lt_0.9,"Wednesday Bonus@JioMart,Bangalore!Onion Rs 27/Kg,Apple Simla Rs 139/Kg,Cucumber Rs 19/Kg,Also at SMART &SMART Point store bit.ly/385FTKd 25Aug,TC"
In this situation whether the market will continue to decline today remains a question,ham,legit,0.339,0.2381,novel_lt_0.9,Last question
I like penny stocks,ham,legit,0.2119,0.2,novel_lt_0.9,Tech stocks and banking stocks remain key sectors for foreign investors to buy and sell
Yes this slight movement in the US markets shouldn't affect the domestic market,ham,legit,0.3954,0.2174,novel_lt_0.9,Regarding the domestic market
Team pls reply to my mail,ham,legit,0.5015,0.2143,novel_lt_0.9,"I sent mail for Long term WFH, pls reply me ASAP"
"If the market goes up today, I will sell my stocks in the afternoon.",ham,legit,0.3183,0.2857,novel_lt_0.9,"This afternoon is crucial. Can Nifty rise sharply? Can the ""holiday effect"" appear? Will there be an adjustment after the holiday? All of these are related to the trend this afternoon. We must be prep"
Shakthi Vishnu as well,ham,legit,0.178,0.2857,novel_lt_0.9,Made you admin as well
The person you were calling at 19:10 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam,unwanted,0.8952,0.9167,novel_lt_0.9,The person you were calling at 19:33 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt
May be down,ham,legit,0.3934,0.6,novel_lt_0.9,May be mail server down?
location,ham,legit,0.7095,0.3333,novel_lt_0.9,live location shared
"Regarding this point, I want to clarify",ham,legit,0.3963,0.1818,novel_lt_0.9,Regarding the domestic market
Thank you buddy,ham,legit,0.4509,0.5,novel_lt_0.9,Plz try to keep your laptop full recharge buddy
"Dear Customer, Rs. 10,000* Welcome Cash is credited to your acc. XXX233 Download & Claim Now: http://p6x.in/srBaqC Click-Games",spam,unwanted,0.2426,0.3667,novel_lt_0.9,Your Rs.8850 welcome bonus is ready to be credited. Download Junglee Rummy now. Claim bonus: http://1kx.in/hO9g4Y
I also got Professor Sohan Sharma's courseware last night. I haven't read it yet.,ham,legit,0.3154,0.2941,novel_lt_0.9,Prof Sohan Sharma is busy these days. I am Prof Sohan Sharma's assistant Riya Ask me any question about stocks. I will be posting the quality stocks selected by the professor to the group every day. P
Facing some issues in internet,ham,legit,0.6261,0.3333,novel_lt_0.9,I have internet issue
Msg sent by mistake,ham,legit,0.1409,0.125,novel_lt_0.9,Brandon has sent an email
Have,ham,legit,0.5079,0.3333,novel_lt_0.9,I have joined
"Dear bigbasketeer, your daily essentials are on sale today. Cleaning essentials, kitchen needs & more on the deal. Click here https://l.bigbasket.com/P1M3rcF8Ehb Team bigbasket",spam,unwanted,0.4701,0.1429,novel_lt_0.9,"Hi bigbasketeer, Sugar, Maggi and Scrub at Re.1 for you. Enjoy this offer till this month end. Shop now https://l.bigbasket.com/YQy0EyTRYib"
Cloudnine administrator has assigned 6 course(s) to you. These courses need to be completed by 18-12-2021 . Please click on the link to start your training. https://cloudnine.medlern.com/dashboard Med,spam,unwanted,0.8832,0.8438,novel_lt_0.9,Cloudnine administrator has assigned 1 course to you. These courses need to be completed by 18-08-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard
